Date,O919001001,O200001001,V504661001,O180405201,O153291001,O353401001,O375401001,O323000401,O546431001,O819000201,O582000101,Q066402002,O612501001,O605401001,O633251001,O650251001,K216311001,O701581001,P171291001,O839431001,P257401001,Q224291001,65017400,48198001,65258001_x,65258001_y,31451001,65258001,11221004,65125001,12216001
2023-01-01,186044.0,48967.0,1210.0,0.0,1754.0,2563.0,304.0,6.0,278.0,110.0,137.0,509.0,219.0,1898.0,2052.0,1246.0,779.0,333.0,5866.0,545.0,373.0,619.0,3.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-02,152756.0,48905.0,1187.0,0.0,1692.0,2599.0,296.0,6.0,267.0,105.0,135.0,480.0,215.0,1892.0,2122.0,1221.0,772.0,340.0,4721.0,537.0,361.0,556.0,9.3,22.3,3.4,3.4,0.2,3.4,0.8,2.4,4.4
2023-01-03,147301.0,50457.0,1569.0,0.0,1710.0,2692.0,309.0,5.0,273.0,91.0,133.0,425.0,212.0,1877.0,1958.0,1151.0,1278.0,696.0,3887.0,524.0,349.0,487.0,0.0,0.0,0.4,0.4,0.0,0.4,0.0,0.4,0.0
2023-01-04,193467.0,51135.0,1350.0,0.0,1620.0,2703.0,353.0,6.0,309.0,80.0,131.0,401.0,209.0,1871.0,1898.0,1163.0,883.0,495.0,3172.0,518.0,343.0,461.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,1.0
2023-01-05,218416.0,49232.0,1305.0,0.0,1506.0,2659.0,343.0,6.0,335.0,73.0,128.0,384.0,206.0,1875.0,1792.0,1186.0,832.0,438.0,2818.0,512.0,342.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-06,166673.0,46488.0,1296.0,0.0,1408.0,2590.0,322.0,6.0,334.0,68.0,132.0,388.0,201.0,1874.0,1836.0,1181.0,802.0,397.0,2506.0,506.0,338.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-07,209273.0,44818.0,1286.0,0.0,1322.0,2592.0,308.0,6.0,329.0,65.0,149.0,384.0,199.0,1844.0,1746.0,1200.0,782.0,370.0,2276.0,511.0,341.0,391.0,7.6,3.0,3.4,3.4,0.2,3.4,0.0,4.0,4.6
2023-01-08,199522.0,46365.0,1288.0,0.0,1255.0,2605.0,355.0,6.0,328.0,69.0,144.0,528.0,249.0,1892.0,2455.0,,832.0,408.0,5656.0,756.0,423.0,628.0,10.0,0.8,18.3,18.3,7.8,18.3,12.8,17.4,6.6
2023-01-09,170417.0,59924.0,1333.0,0.0,2508.0,2697.0,409.0,6.0,500.0,141.0,142.0,4139.0,301.0,2389.0,4678.0,3860.0,1194.0,596.0,10816.0,891.0,442.0,1664.0,,0.0,11.9,11.9,12.6,11.9,20.0,9.8,4.4
2023-01-10,192422.0,71823.0,1245.0,0.0,2887.0,2749.0,689.0,10.0,855.0,606.0,140.0,6179.0,371.0,3003.0,11688.0,3624.0,914.0,478.0,8541.0,917.0,426.0,2701.0,0.0,0.0,0.0,0.0,0.2,0.0,0.4,0.0,0.0
2023-01-11,339287.0,65262.0,1227.0,0.0,2579.0,2777.0,741.0,34.0,753.0,502.0,153.0,3106.0,426.0,2397.0,8779.0,2987.0,946.0,490.0,8725.0,842.0,416.0,1194.0,0.3,0.0,6.8,6.8,3.2,6.8,10.8,6.4,1.6
2023-01-12,325808.0,60823.0,1192.0,0.0,2492.0,2735.0,668.0,17.0,692.0,391.0,168.0,3494.0,432.0,2381.0,6990.0,2915.0,884.0,445.0,8423.0,815.0,407.0,976.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2
2023-01-13,271282.0,58670.0,1155.0,0.0,2328.0,2715.0,630.0,11.0,651.0,347.0,181.0,2273.0,451.0,2285.0,6249.0,,831.0,410.0,8882.0,878.0,417.0,825.0,0.0,0.0,1.4,1.4,0.4,1.4,2.2,1.4,1.6
2023-01-14,246550.0,55077.0,1133.0,0.0,2227.0,2688.0,610.0,11.0,664.0,330.0,194.0,1760.0,452.0,2208.0,5197.0,,796.0,379.0,7778.0,867.0,405.0,701.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2023-01-15,254286.0,53827.0,1114.0,0.0,2235.0,2746.0,611.0,10.0,608.0,333.0,210.0,1667.0,447.0,2179.0,4662.0,,808.0,374.0,7155.0,828.0,391.0,655.0,7.7,1.6,12.3,12.3,5.0,12.3,7.8,12.8,4.6
2023-01-16,228095.0,60811.0,1180.0,0.0,2605.0,2915.0,1142.0,11.0,1008.0,439.0,229.0,2654.0,485.0,2343.0,6220.0,4802.0,828.0,383.0,6835.0,918.0,441.0,3281.0,29.9,5.8,44.8,44.8,16.3,44.8,29.0,43.8,16.8
2023-01-17,289918.0,256500.0,1227.0,4.0,7809.0,4518.0,12056.0,235.0,3147.0,2752.0,274.0,28295.0,946.0,12832.0,27036.0,20379.0,833.0,383.0,5954.0,1578.0,610.0,14007.0,8.4,0.6,15.7,15.7,9.6,15.7,18.6,14.2,9.8
2023-01-18,1048848.0,261035.0,1176.0,4.0,5390.0,5107.0,13484.0,481.0,3582.0,3433.0,375.0,33363.0,1919.0,15434.0,61361.0,14279.0,724.0,357.0,4860.0,2254.0,862.0,20604.0,20.0,0.0,3.2,3.2,0.8,3.2,7.4,2.0,1.0
2023-01-19,1404332.0,153833.0,1090.0,3.0,4035.0,3916.0,5183.0,420.0,2587.0,2469.0,419.0,18143.0,1779.0,8823.0,90645.0,8315.0,814.0,335.0,3871.0,1964.0,729.0,28903.0,10.0,0.0,17.7,17.7,26.3,17.7,16.0,16.4,5.0
2023-01-20,1358869.0,196402.0,1060.0,4.0,8752.0,3644.0,3762.0,361.0,2195.0,1547.0,432.0,12008.0,2222.0,10880.0,68013.0,7532.0,751.0,324.0,3217.0,2389.0,913.0,22085.0,0.0,0.0,1.4,1.4,2.0,1.4,0.0,0.8,1.4
2023-01-21,1335357.0,178185.0,1036.0,4.0,5796.0,3411.0,3097.0,322.0,1918.0,1531.0,437.0,5704.0,2048.0,5891.0,50370.0,4849.0,701.0,299.0,2807.0,2111.0,788.0,16947.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.2
2023-01-22,955968.0,120732.0,995.0,3.0,4078.0,3281.0,2518.0,236.0,1686.0,1277.0,439.0,3464.0,1768.0,4545.0,20537.0,3351.0,437.0,292.0,2548.0,1767.0,677.0,5573.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-23,655611.0,108597.0,1040.0,2.0,3588.0,3179.0,2109.0,166.0,1514.0,979.0,435.0,2519.0,1544.0,3949.0,13453.0,2693.0,682.0,314.0,2352.0,1496.0,621.0,2358.0,9.8,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.2
2023-01-24,681292.0,111028.0,979.0,2.0,3290.0,3118.0,1843.0,95.0,1399.0,738.0,430.0,2062.0,1341.0,3576.0,12035.0,2279.0,831.0,308.0,2192.0,1342.0,575.0,1654.0,0.0,0.0,0.4,0.4,0.4,0.4,0.0,0.2,0.2
2023-01-25,664582.0,101827.0,949.0,2.0,3058.0,3034.0,1714.0,35.0,1299.0,579.0,424.0,1739.0,1204.0,3196.0,10875.0,,730.0,292.0,2100.0,1214.0,542.0,1194.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-01-26,619595.0,97720.0,937.0,1.0,2876.0,3027.0,1557.0,21.0,1220.0,495.0,422.0,1593.0,1129.0,3183.0,10104.0,,692.0,285.0,1987.0,1133.0,526.0,1047.0,0.0,0.0,0.6,0.6,0.8,0.6,0.2,0.6,0.0
2023-01-27,585029.0,81726.0,1053.0,1.0,2808.0,2987.0,1361.0,14.0,1164.0,413.0,415.0,1420.0,1039.0,2955.0,9626.0,,657.0,272.0,1904.0,1060.0,505.0,982.0,3.0,0.0,0.0,0.0,0.8,0.0,0.4,0.0,0.0
2023-01-28,462071.0,78930.0,931.0,1.0,2707.0,2924.0,1213.0,11.0,1055.0,353.0,410.0,1320.0,918.0,2825.0,8960.0,,629.0,262.0,1830.0,980.0,490.0,976.0,1.5,0.0,0.2,0.2,0.6,0.2,0.0,0.0,0.0
2023-01-29,426015.0,66886.0,898.0,1.0,2635.0,2923.0,1145.0,10.0,1009.0,300.0,405.0,1141.0,863.0,2681.0,8053.0,,610.0,254.0,1761.0,912.0,463.0,912.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0
2023-01-30,314029.0,60088.0,899.0,1.0,2576.0,2897.0,1117.0,10.0,934.0,269.0,400.0,1052.0,815.0,2566.0,7416.0,,596.0,244.0,1677.0,866.0,455.0,824.0,0.0,0.0,2.2,2.2,0.0,2.2,0.0,0.2,0.0
2023-01-31,299510.0,65390.0,875.0,1.0,2545.0,2856.0,1113.0,9.0,955.0,235.0,395.0,968.0,762.0,2477.0,6882.0,1797.0,586.0,244.0,1615.0,820.0,442.0,765.0,0.0,0.0,1.2,1.2,0.4,1.2,1.2,0.2,0.0
2023-02-01,369422.0,68680.0,834.0,1.0,2665.0,2858.0,1280.0,9.0,1089.0,209.0,391.0,929.0,716.0,2412.0,6472.0,,589.0,243.0,1608.0,804.0,439.0,742.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2023-02-02,314733.0,59730.0,829.0,1.0,2776.0,2918.0,1543.0,9.0,1047.0,193.0,389.0,1029.0,662.0,2346.0,6088.0,1663.0,588.0,240.0,1607.0,769.0,422.0,692.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.2
2023-02-03,272606.0,58455.0,810.0,1.0,2776.0,2927.0,1461.0,9.0,981.0,171.0,385.0,969.0,646.0,2290.0,5558.0,,588.0,238.0,1619.0,743.0,412.0,637.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.0
2023-02-04,247104.0,58745.0,807.0,1.0,2670.0,2926.0,1348.0,9.0,931.0,152.0,380.0,901.0,587.0,2248.0,5242.0,1449.0,611.0,262.0,1717.0,721.0,407.0,601.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.2,0.2
2023-02-05,229225.0,57189.0,872.0,1.0,2560.0,2922.0,1269.0,10.0,862.0,136.0,374.0,775.0,543.0,2217.0,4916.0,1461.0,781.0,339.0,1971.0,697.0,397.0,582.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-02-06,227649.0,55280.0,839.0,1.0,2511.0,2917.0,1265.0,10.0,828.0,127.0,368.0,743.0,516.0,2205.0,4798.0,1459.0,734.0,332.0,2192.0,688.0,397.0,581.0,,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-07,234806.0,61854.0,886.0,1.0,2506.0,2965.0,1233.0,10.0,821.0,120.0,362.0,739.0,481.0,2186.0,4700.0,,652.0,313.0,2316.0,671.0,392.0,587.0,0.3,5.8,0.2,0.2,2.6,0.2,3.8,0.0,0.4
2023-02-08,293246.0,70483.0,837.0,1.0,2705.0,2970.0,1217.0,9.0,766.0,105.0,356.0,705.0,449.0,2158.0,4354.0,1601.0,609.0,289.0,2253.0,654.0,381.0,572.0,0.2,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0
2023-02-09,298492.0,61175.0,836.0,0.0,2669.0,2929.0,1161.0,9.0,713.0,96.0,349.0,664.0,414.0,2118.0,4193.0,,573.0,269.0,2170.0,633.0,377.0,550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-02-10,281198.0,59966.0,887.0,0.0,2510.0,2929.0,1111.0,8.0,705.0,86.0,341.0,619.0,387.0,2086.0,3938.0,1367.0,546.0,256.0,2094.0,652.0,373.0,517.0,0.0,0.0,0.2,0.2,0.2,0.2,0.0,0.0,0.0
2023-02-11,323974.0,56958.0,835.0,0.0,2407.0,2884.0,1068.0,8.0,660.0,81.0,333.0,587.0,372.0,2097.0,3759.0,1311.0,544.0,253.0,2042.0,594.0,370.0,528.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-02-12,261383.0,51087.0,833.0,0.0,2325.0,2852.0,1035.0,7.0,613.0,75.0,322.0,538.0,357.0,2079.0,3699.0,1345.0,547.0,254.0,2024.0,605.0,369.0,535.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-13,200739.0,50355.0,782.0,0.0,2244.0,2844.0,1002.0,7.0,607.0,71.0,313.0,493.0,333.0,2060.0,3676.0,1456.0,557.0,263.0,2055.0,594.0,365.0,530.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-14,203392.0,52437.0,775.0,0.0,2185.0,2841.0,978.0,7.0,607.0,64.0,303.0,509.0,316.0,2051.0,3426.0,1438.0,604.0,284.0,2139.0,577.0,362.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-15,232093.0,55349.0,763.0,0.0,2184.0,2849.0,957.0,7.0,608.0,62.0,294.0,493.0,293.0,2046.0,3410.0,1282.0,633.0,300.0,2226.0,563.0,357.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-02-16,238328.0,58495.0,757.0,0.0,2145.0,2856.0,935.0,6.0,560.0,57.0,286.0,467.0,278.0,2025.0,3510.0,1288.0,606.0,302.0,2264.0,556.0,353.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-02-17,217031.0,58067.0,730.0,0.0,2077.0,2846.0,917.0,6.0,543.0,51.0,277.0,503.0,268.0,2013.0,3246.0,1366.0,653.0,340.0,2374.0,551.0,350.0,495.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2023-02-18,204204.0,54543.0,759.0,0.0,2063.0,2845.0,903.0,6.0,542.0,46.0,269.0,494.0,254.0,2012.0,3049.0,1309.0,844.0,453.0,2609.0,537.0,346.0,493.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-02-19,177373.0,53470.0,791.0,0.0,2069.0,2848.0,896.0,6.0,532.0,44.0,261.0,448.0,240.0,2002.0,2978.0,1225.0,792.0,485.0,2779.0,533.0,343.0,498.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.2
2023-02-20,176299.0,55208.0,770.0,0.0,2110.0,2852.0,890.0,6.0,517.0,44.0,254.0,420.0,236.0,1990.0,3030.0,1209.0,736.0,472.0,2782.0,527.0,344.0,506.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
2023-02-21,171767.0,58083.0,762.0,0.0,2141.0,2870.0,894.0,6.0,517.0,43.0,247.0,473.0,227.0,1994.0,2996.0,1205.0,695.0,452.0,2828.0,528.0,344.0,444.0,1.0,0.0,0.2,0.2,0.8,0.2,0.0,0.6,0.2
2023-02-22,173464.0,61701.0,760.0,0.0,2279.0,2894.0,895.0,6.0,514.0,42.0,249.0,462.0,224.0,1985.0,2946.0,1444.0,711.0,447.0,3663.0,543.0,348.0,429.0,7.2,1.2,0.6,0.6,0.4,0.6,0.6,0.6,1.8
2023-02-23,195932.0,65687.0,893.0,0.0,2361.0,2913.0,891.0,6.0,543.0,41.0,253.0,541.0,224.0,1984.0,2966.0,1248.0,709.0,459.0,4763.0,556.0,363.0,554.0,20.0,35.5,13.2,13.2,5.8,13.2,10.6,14.6,2.6
2023-02-24,228293.0,78936.0,5685.0,0.0,2335.0,5940.0,958.0,6.0,751.0,46.0,250.0,917.0,273.0,2014.0,3606.0,,1027.0,780.0,5331.0,770.0,435.0,2398.0,0.0,34.7,0.0,0.0,0.4,0.0,0.0,0.0,13.2
2023-02-25,226390.0,71247.0,4911.0,0.0,2233.0,5391.0,1180.0,6.0,732.0,77.0,245.0,805.0,239.0,1993.0,3608.0,,883.0,682.0,4851.0,668.0,404.0,1576.0,1.8,0.0,1.4,1.4,1.2,1.4,3.0,1.0,0.0
2023-02-26,230403.0,61304.0,3879.0,0.0,2185.0,4500.0,1033.0,6.0,575.0,89.0,239.0,587.0,223.0,1971.0,3036.0,1336.0,738.0,544.0,3954.0,600.0,378.0,861.0,2.0,1.4,0.0,0.0,0.0,0.0,0.6,0.0,0.0
2023-02-27,241802.0,54797.0,3451.0,0.0,2104.0,4117.0,967.0,6.0,524.0,89.0,235.0,481.0,216.0,1952.0,2447.0,1343.0,691.0,478.0,3309.0,573.0,363.0,685.0,2.0,0.0,1.4,1.4,0.2,1.4,0.2,3.0,0.0
2023-02-28,203799.0,56217.0,3102.0,0.0,2048.0,3893.0,932.0,6.0,513.0,82.0,231.0,482.0,214.0,1945.0,2431.0,1392.0,687.0,457.0,2914.0,552.0,355.0,608.0,0.1,0.0,0.6,0.6,0.2,0.6,0.0,0.0,0.2
2023-03-01,217854.0,55772.0,2856.0,0.0,1995.0,3750.0,919.0,6.0,512.0,77.0,226.0,467.0,213.0,1943.0,2457.0,1236.0,673.0,443.0,2689.0,551.0,354.0,567.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0
2023-03-02,269491.0,52718.0,2670.0,0.0,1963.0,3648.0,878.0,5.0,513.0,79.0,221.0,455.0,210.0,1944.0,2398.0,1230.0,673.0,436.0,2513.0,547.0,354.0,546.0,3.6,0.0,1.0,1.0,0.0,1.0,0.6,1.0,1.0
2023-03-03,264676.0,55943.0,2486.0,0.0,1954.0,3549.0,741.0,5.0,513.0,72.0,216.0,435.0,207.0,1934.0,2275.0,1302.0,668.0,426.0,2361.0,533.0,348.0,561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-04,307739.0,61698.0,2337.0,0.0,1916.0,3485.0,821.0,5.0,490.0,65.0,212.0,423.0,203.0,1928.0,2145.0,1475.0,683.0,431.0,2256.0,530.0,336.0,510.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-03-05,285385.0,57973.0,2229.0,0.0,1877.0,3386.0,799.0,5.0,462.0,63.0,207.0,401.0,201.0,1932.0,2305.0,,743.0,440.0,2159.0,531.0,341.0,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-06,216647.0,56347.0,2124.0,0.0,1829.0,3371.0,785.0,5.0,450.0,61.0,204.0,383.0,202.0,1954.0,2322.0,1077.0,739.0,425.0,2088.0,534.0,343.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-03-07,259571.0,65093.0,2082.0,0.0,1976.0,3365.0,799.0,6.0,485.0,59.0,199.0,438.0,203.0,1950.0,2333.0,1279.0,732.0,414.0,2042.0,561.0,356.0,529.0,2.1,2.2,2.0,2.0,5.8,2.0,5.2,1.2,7.4
2023-03-08,290395.0,69597.0,2042.0,0.0,1697.0,3393.0,864.0,5.0,595.0,57.0,195.0,475.0,200.0,1954.0,2678.0,1243.0,866.0,499.0,2703.0,586.0,382.0,658.0,8.0,3.4,1.4,1.4,3.6,1.4,4.0,1.4,5.0
2023-03-09,268706.0,71718.0,2182.0,0.0,1979.0,3813.0,1198.0,5.0,784.0,55.0,194.0,456.0,198.0,1946.0,2877.0,1035.0,944.0,681.0,4510.0,600.0,413.0,662.0,2.1,1.4,3.4,3.4,4.0,3.4,10.5,2.8,5.2
2023-03-10,283967.0,81734.0,2237.0,0.0,2430.0,4515.0,3110.0,6.0,900.0,66.0,195.0,442.0,226.0,1927.0,2554.0,1195.0,2002.0,1217.0,10382.0,711.0,438.0,625.0,3.6,6.4,0.4,0.4,3.6,0.4,12.4,0.2,37.6
2023-03-11,315757.0,87536.0,2826.0,0.0,3108.0,13598.0,62426.0,1492.0,15812.0,5518.0,301.0,717.0,3907.0,1941.0,2885.0,1102.0,3714.0,1869.0,48985.0,6978.0,1753.0,1119.0,47.0,0.4,9.6,9.6,12.2,9.6,48.4,8.0,5.4
2023-03-12,1093543.0,222384.0,3018.0,0.0,4576.0,10956.0,30571.0,1275.0,11886.0,7009.0,370.0,1274.0,4086.0,1997.0,4203.0,1300.0,2084.0,1303.0,26820.0,6417.0,1508.0,3952.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.0
2023-03-13,1689918.0,229590.0,3055.0,0.0,3805.0,7989.0,15437.0,925.0,6608.0,2875.0,498.0,961.0,3031.0,1984.0,3887.0,1354.0,1760.0,1056.0,14868.0,3607.0,1204.0,2803.0,0.3,17.9,4.8,4.8,13.3,4.8,17.7,2.6,14.4
2023-03-14,1171732.0,226237.0,4472.0,0.0,7799.0,12265.0,33368.0,953.0,8055.0,2124.0,574.0,1046.0,2470.0,2058.0,4201.0,1670.0,3670.0,1850.0,16702.0,3081.0,1177.0,2375.0,0.1,0.2,8.8,8.8,15.1,8.8,16.2,7.2,3.8
2023-03-15,1095100.0,203869.0,4166.0,1.0,5513.0,10792.0,22116.0,992.0,7284.0,2259.0,616.0,1456.0,2639.0,2330.0,7438.0,,2165.0,1238.0,12452.0,2783.0,1093.0,3811.0,0.0,0.0,0.0,0.0,0.4,0.0,4.0,0.0,0.0
2023-03-16,1211399.0,149832.0,3996.0,1.0,4430.0,8804.0,13826.0,861.0,5576.0,1966.0,618.0,1293.0,2360.0,2173.0,6099.0,,1860.0,998.0,8931.0,2415.0,990.0,2437.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-17,998445.0,125910.0,3835.0,1.0,3919.0,7846.0,9534.0,754.0,4447.0,1408.0,612.0,1103.0,2012.0,2106.0,5111.0,1633.0,1715.0,874.0,6670.0,2121.0,894.0,1543.0,1.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-18,809927.0,120470.0,3609.0,1.0,3717.0,7108.0,7267.0,671.0,3725.0,1038.0,607.0,966.0,1800.0,2076.0,4696.0,,1601.0,789.0,5661.0,1993.0,900.0,1012.0,0.1,0.0,13.1,13.1,3.6,13.1,4.0,9.8,9.2
2023-03-19,701376.0,115345.0,3439.0,1.0,4035.0,6550.0,6076.0,612.0,3625.0,1815.0,609.0,827.0,1645.0,2073.0,4720.0,,1604.0,800.0,5997.0,2462.0,1052.0,845.0,3.0,1.0,1.4,1.4,2.6,1.4,5.2,1.4,4.8
2023-03-20,752813.0,110918.0,3191.0,1.0,3741.0,5992.0,5060.0,567.0,3296.0,1894.0,605.0,815.0,1451.0,2054.0,4880.0,1781.0,1549.0,732.0,5060.0,2073.0,926.0,769.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0
2023-03-21,775757.0,108769.0,3014.0,1.0,3558.0,5586.0,4229.0,539.0,2863.0,1408.0,612.0,764.0,1314.0,2036.0,4544.0,2229.0,1379.0,637.0,4433.0,1901.0,864.0,703.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023-03-22,700951.0,95966.0,2844.0,1.0,3346.0,5283.0,3622.0,484.0,2621.0,1030.0,639.0,714.0,1194.0,2022.0,4305.0,2037.0,1261.0,606.0,3924.0,1745.0,811.0,652.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-03-23,545665.0,86429.0,2697.0,1.0,3183.0,5040.0,3128.0,405.0,2372.0,772.0,628.0,679.0,1083.0,2011.0,3952.0,1932.0,1164.0,556.0,3419.0,1636.0,761.0,625.0,0.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.2
2023-03-24,455876.0,85281.0,2557.0,1.0,3125.0,4863.0,2707.0,362.0,2175.0,596.0,619.0,634.0,993.0,1992.0,3520.0,1489.0,1116.0,529.0,3034.0,1508.0,737.0,584.0,1.0,0.6,2.4,2.4,0.0,2.4,0.0,2.4,1.2
2023-03-25,408062.0,89402.0,2416.0,1.0,3039.0,4660.0,2386.0,323.0,2028.0,470.0,605.0,609.0,916.0,1964.0,3325.0,1447.0,1099.0,498.0,2980.0,1395.0,704.0,533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2
2023-03-26,395291.0,82757.0,2404.0,1.0,3056.0,4601.0,2322.0,312.0,2069.0,405.0,596.0,602.0,930.0,1977.0,3403.0,,1230.0,573.0,4581.0,1402.0,749.0,513.0,1.0,3.8,18.9,18.9,2.0,18.9,11.4,15.8,17.6
2023-03-27,346930.0,85274.0,2537.0,1.0,3706.0,4888.0,3508.0,284.0,2858.0,357.0,590.0,830.0,953.0,2030.0,3891.0,,1736.0,768.0,7227.0,1462.0,795.0,558.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0
